Store_Name,Discount,link,Scraped_Date
Under Armour,4.80% Cashback,https://www.shopback.com.au/under-armour?feature_id=7759&feature_name=Under+Armour&feature_type=sboc-baseline&feature_position=35&merchant_id=7759&merchant_name=Under+Armour&offer_id=7759&offer_type=oc&offer_name=Under+Armour&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7759,2023/04/01
Etsy,1.20% Cashback,https://www.shopback.com.au/etsy?feature_id=8352&feature_name=Etsy&feature_type=sboc-baseline&feature_position=36&merchant_id=8352&merchant_name=Etsy&offer_id=8352&offer_type=oc&offer_name=Etsy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8352,2023/04/01
JD Sports,2.40% Cashback,https://www.shopback.com.au/jd-sports?feature_id=8362&feature_name=JD+Sports&feature_type=sboc-baseline&feature_position=37&merchant_id=8362&merchant_name=JD+Sports&offer_id=8362&offer_type=oc&offer_name=JD+Sports&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8362,2023/04/01
Oz Hair and Beauty,Up to 5.00% Cashback,https://www.shopback.com.au/oz-hair-and-beauty?feature_id=21141&feature_name=Oz+Hair+and+Beauty&feature_type=sboc-baseline&feature_position=38&merchant_id=21141&merchant_name=Oz+Hair+and+Beauty&offer_id=21141&offer_type=oc&offer_name=Oz+Hair+and+Beauty&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_21141,2023/04/01
BWS,Up to 1.65% Cashback,https://www.shopback.com.au/bws?feature_id=7922&feature_name=BWS&feature_type=sboc-baseline&feature_position=39&merchant_id=7922&merchant_name=BWS&offer_id=7922&offer_type=oc&offer_name=BWS&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7922,2023/04/01
Tiger Brokers,$25.00 Cashback,https://www.shopback.com.au/tiger-brokers?feature_id=69244&feature_name=Tiger+Brokers&feature_type=sboc-baseline&feature_position=40&merchant_id=69244&merchant_name=Tiger+Brokers&offer_id=69244&offer_type=oc&offer_name=Tiger+Brokers&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=upsize&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_69244,2023/04/01
NET-A-PORTER,Up to 2.80% Cashback,https://www.shopback.com.au/net-a-porter?feature_id=8245&feature_name=NET-A-PORTER&feature_type=sboc-baseline&feature_position=41&merchant_id=8245&merchant_name=NET-A-PORTER&offer_id=8245&offer_type=oc&offer_name=NET-A-PORTER&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8245,2023/04/01
Apple Store for Education,1.20% Cashback,https://www.shopback.com.au/apple-store-for-education?feature_id=7909&feature_name=Apple+Store+for+Education&feature_type=sboc-baseline&feature_position=42&merchant_id=7909&merchant_name=Apple+Store+for+Education&offer_id=7909&offer_type=oc&offer_name=Apple+Store+for+Education&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7909,2023/04/01
lululemon,3.00% Cashback,https://www.shopback.com.au/lululemon?feature_id=7671&feature_name=lululemon&feature_type=sboc-baseline&feature_position=43&merchant_id=7671&merchant_name=lululemon&offer_id=7671&offer_type=oc&offer_name=lululemon&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7671,2023/04/01
Pet Circle,Up to 1.05% Cashback,https://www.shopback.com.au/pet-circle?feature_id=7647&feature_name=Pet+Circle&feature_type=sboc-baseline&feature_position=44&merchant_id=7647&merchant_name=Pet+Circle&offer_id=7647&offer_type=oc&offer_name=Pet+Circle&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7647,2023/04/01
Dyson,Up to 2.25% Cashback,https://www.shopback.com.au/dyson?feature_id=8194&feature_name=Dyson&feature_type=sboc-baseline&feature_position=45&merchant_id=8194&merchant_name=Dyson&offer_id=8194&offer_type=oc&offer_name=Dyson&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8194,2023/04/01
Princess Polly,8.40% Cashback,https://www.shopback.com.au/princess-polly?feature_id=7649&feature_name=Princess+Polly&feature_type=sboc-baseline&feature_position=46&merchant_id=7649&merchant_name=Princess+Polly&offer_id=7649&offer_type=oc&offer_name=Princess+Polly&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=upsize&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7649,2023/04/01
Survey Wall,Up to $4.00 Cashback per Survey,https://www.shopback.com.au/survey-wall?feature_id=10812&feature_name=Survey+Wall&feature_type=sboc-baseline&feature_position=47&merchant_id=10812&merchant_name=Survey+Wall&offer_id=10812&offer_type=oc&offer_name=Survey+Wall&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10812,2023/04/01
Wotif,Up to 6.00% Cashback,https://www.shopback.com.au/wotif?feature_id=8046&feature_name=Wotif&feature_type=sboc-baseline&feature_position=48&merchant_id=8046&merchant_name=Wotif&offer_id=8046&offer_type=oc&offer_name=Wotif&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8046,2023/04/01
Adairs,Up to 2.40% Cashback,https://www.shopback.com.au/adairs?feature_id=7666&feature_name=Adairs&feature_type=sboc-baseline&feature_position=49&merchant_id=7666&merchant_name=Adairs&offer_id=7666&offer_type=oc&offer_name=Adairs&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7666,2023/04/01
Seed Heritage,3.40% Cashback,https://www.shopback.com.au/seed-heritage?feature_id=8678&feature_name=Seed+Heritage&feature_type=sboc-baseline&feature_position=50&merchant_id=8678&merchant_name=Seed+Heritage&offer_id=8678&offer_type=oc&offer_name=Seed+Heritage&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8678,2023/04/01
Viator - A TripAdvisor Company,2.80% Cashback,https://www.shopback.com.au/viator?feature_id=8076&feature_name=Viator+-+A+TripAdvisor+Company&feature_type=sboc-baseline&feature_position=51&merchant_id=8076&merchant_name=Viator+-+A+TripAdvisor+Company&offer_id=8076&offer_type=oc&offer_name=Viator+-+A+TripAdvisor+Company&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8076,2023/04/01
Apple,Up to 1.20% Cashback,https://www.shopback.com.au/apple?feature_id=7907&feature_name=Apple&feature_type=sboc-baseline&feature_position=52&merchant_id=7907&merchant_name=Apple&offer_id=7907&offer_type=oc&offer_name=Apple&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7907,2023/04/01
Virgin Australia Flights,Up to 0.75% Cashback,https://www.shopback.com.au/virgin-australia-flights?feature_id=8354&feature_name=Virgin+Australia+Flights&feature_type=sboc-baseline&feature_position=53&merchant_id=8354&merchant_name=Virgin+Australia+Flights&offer_id=8354&offer_type=oc&offer_name=Virgin+Australia+Flights&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8354,2023/04/01
Cotton On KIDS,Up to 5.00% Cashback,https://www.shopback.com.au/cotton-on-kids?feature_id=7930&feature_name=Cotton+On+KIDS&feature_type=sboc-baseline&feature_position=54&merchant_id=7930&merchant_name=Cotton+On+KIDS&offer_id=7930&offer_type=oc&offer_name=Cotton+On+KIDS&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7930,2023/04/01
Lookfantastic,Up to 6.50% Cashback,https://www.shopback.com.au/lookfantastic?feature_id=8334&feature_name=Lookfantastic&feature_type=sboc-baseline&feature_position=55&merchant_id=8334&merchant_name=Lookfantastic&offer_id=8334&offer_type=oc&offer_name=Lookfantastic&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8334,2023/04/01
Coles Plus Membership,$20 Cashback,https://www.shopback.com.au/coles-plus?feature_id=188798&feature_name=Coles+Plus+Membership&feature_type=sboc-baseline&feature_position=56&merchant_id=188798&merchant_name=Coles+Plus+Membership&offer_id=188798&offer_type=oc&offer_name=Coles+Plus+Membership&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_188798,2023/04/01
iHerb,2.50% Cashback,https://www.shopback.com.au/iherb?feature_id=7658&feature_name=iHerb&feature_type=sboc-baseline&feature_position=57&merchant_id=7658&merchant_name=iHerb&offer_id=7658&offer_type=oc&offer_name=iHerb&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7658,2023/04/01
Myprotein,4.80% Cashback,https://www.shopback.com.au/myprotein?feature_id=7656&feature_name=Myprotein&feature_type=sboc-baseline&feature_position=58&merchant_id=7656&merchant_name=Myprotein&offer_id=7656&offer_type=oc&offer_name=Myprotein&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7656,2023/04/01
RY - Recreate Yourself,Up to 5.00% Cashback,https://www.shopback.com.au/ry?feature_id=7662&feature_name=RY+-+Recreate+Yourself&feature_type=sboc-baseline&feature_position=59&merchant_id=7662&merchant_name=RY+-+Recreate+Yourself&offer_id=7662&offer_type=oc&offer_name=RY+-+Recreate+Yourself&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7662,2023/04/01
Uniqlo,1.80% Cashback,https://www.shopback.com.au/uniqlo?feature_id=8242&feature_name=Uniqlo&feature_type=sboc-baseline&feature_position=60&merchant_id=8242&merchant_name=Uniqlo&offer_id=8242&offer_type=oc&offer_name=Uniqlo&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8242,2023/04/01
Spotlight,1.20% Cashback,https://www.shopback.com.au/spotlight?feature_id=8001&feature_name=Spotlight&feature_type=sboc-baseline&feature_position=61&merchant_id=8001&merchant_name=Spotlight&offer_id=8001&offer_type=oc&offer_name=Spotlight&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8001,2023/04/01
Nike,Up to 2.80% Cashback,https://www.shopback.com.au/nike?feature_id=7958&feature_name=Nike&feature_type=sboc-baseline&feature_position=62&merchant_id=7958&merchant_name=Nike&offer_id=7958&offer_type=oc&offer_name=Nike&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7958,2023/04/01
H&M,1.80% Cashback,https://www.shopback.com.au/hm?feature_id=23187&feature_name=H%26M&feature_type=sboc-baseline&feature_position=63&merchant_id=23187&merchant_name=H%26M&offer_id=23187&offer_type=oc&offer_name=H%26M&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_23187,2023/04/01
ShopBack Surveys,$0 Cashback,https://www.shopback.com.au/shopback-surveys?feature_id=191769&feature_name=ShopBack+Surveys&feature_type=sboc-baseline&feature_position=64&merchant_id=191769&merchant_name=ShopBack+Surveys&offer_id=191769&offer_type=oc&offer_name=ShopBack+Surveys&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_191769,2023/04/01
Temple & Webster,Up to 3.25% Cashback,https://www.shopback.com.au/temple-and-webster?feature_id=7669&feature_name=Temple+%26+Webster&feature_type=sboc-baseline&feature_position=65&merchant_id=7669&merchant_name=Temple+%26+Webster&offer_id=7669&offer_type=oc&offer_name=Temple+%26+Webster&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7669,2023/04/01
Canningvale,Up to 5.50% Cashback,https://www.shopback.com.au/canningvale?feature_id=7779&feature_name=Canningvale&feature_type=sboc-baseline&feature_position=66&merchant_id=7779&merchant_name=Canningvale&offer_id=7779&offer_type=oc&offer_name=Canningvale&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7779,2023/04/01
Youfoodz,Up to $28.00 Cashback,https://www.shopback.com.au/youfoodz?feature_id=8413&feature_name=Youfoodz&feature_type=sboc-baseline&feature_position=67&merchant_id=8413&merchant_name=Youfoodz&offer_id=8413&offer_type=oc&offer_name=Youfoodz&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8413,2023/04/01
Vistaprint,6.00% Cashback,https://www.shopback.com.au/vistaprint?feature_id=8041&feature_name=Vistaprint&feature_type=sboc-baseline&feature_position=68&merchant_id=8041&merchant_name=Vistaprint&offer_id=8041&offer_type=oc&offer_name=Vistaprint&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8041,2023/04/01
PETstock,3.75% Cashback,https://www.shopback.com.au/petstock?feature_id=7693&feature_name=PETstock&feature_type=sboc-baseline&feature_position=69&merchant_id=7693&merchant_name=PETstock&offer_id=7693&offer_type=oc&offer_name=PETstock&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7693,2023/04/01
Boost Mobile,Up to $5.50 Cashback,https://www.shopback.com.au/boost-mobile?feature_id=8322&feature_name=Boost+Mobile&feature_type=sboc-baseline&feature_position=70&merchant_id=8322&merchant_name=Boost+Mobile&offer_id=8322&offer_type=oc&offer_name=Boost+Mobile&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8322,2023/04/01
Pizza Hut,35.00% Cashback,https://www.shopback.com.au/pizza-hut?feature_id=9526&feature_name=Pizza+Hut&feature_type=sboc-baseline&feature_position=71&merchant_id=9526&merchant_name=Pizza+Hut&offer_id=9526&offer_type=oc&offer_name=Pizza+Hut&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=upsize&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9526,2023/04/01
