Store_Name,Discount,link,Scraped_Date
kikki.K,4.90% Cashback,https://www.shopback.com.au/kikki-k?feature_id=8355&feature_name=kikki.K&feature_type=sboc-baseline&feature_position=280&merchant_id=8355&merchant_name=kikki.K&offer_id=8355&offer_type=oc&offer_name=kikki.K&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8355,2023/04/01
SHIELS,6.00% Cashback,https://www.shopback.com.au/shiels?feature_id=8947&feature_name=SHIELS&feature_type=sboc-baseline&feature_position=281&merchant_id=8947&merchant_name=SHIELS&offer_id=8947&offer_type=oc&offer_name=SHIELS&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8947,2023/04/01
Ray-Ban,4.80% Cashback,https://www.shopback.com.au/ray-ban?feature_id=8423&feature_name=Ray-Ban&feature_type=sboc-baseline&feature_position=282&merchant_id=8423&merchant_name=Ray-Ban&offer_id=8423&offer_type=oc&offer_name=Ray-Ban&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8423,2023/04/01
Mocka,1.40% Cashback,https://www.shopback.com.au/mocka?feature_id=188039&feature_name=Mocka&feature_type=sboc-baseline&feature_position=283&merchant_id=188039&merchant_name=Mocka&offer_id=188039&offer_type=oc&offer_name=Mocka&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_188039,2023/04/01
VetSupply,4.55% Cashback,https://www.shopback.com.au/vetsupply?feature_id=7890&feature_name=VetSupply&feature_type=sboc-baseline&feature_position=284&merchant_id=7890&merchant_name=VetSupply&offer_id=7890&offer_type=oc&offer_name=VetSupply&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7890,2023/04/01
Crop Shop Boutique,Up to 5.60% Cashback,https://www.shopback.com.au/crop-shop-boutique?feature_id=186131&feature_name=Crop+Shop+Boutique&feature_type=sboc-baseline&feature_position=285&merchant_id=186131&merchant_name=Crop+Shop+Boutique&offer_id=186131&offer_type=oc&offer_name=Crop+Shop+Boutique&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_186131,2023/04/01
Love to Dream,3.25% Cashback,https://www.shopback.com.au/love-to-dream?feature_id=67157&feature_name=Love+to+Dream&feature_type=sboc-baseline&feature_position=286&merchant_id=67157&merchant_name=Love+to+Dream&offer_id=67157&offer_type=oc&offer_name=Love+to+Dream&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_67157,2023/04/01
Reebok,Up to 5.00% Cashback,https://www.shopback.com.au/reebok?feature_id=7726&feature_name=Reebok&feature_type=sboc-baseline&feature_position=287&merchant_id=7726&merchant_name=Reebok&offer_id=7726&offer_type=oc&offer_name=Reebok&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7726,2023/04/01
BoohooMan,4.20% Cashback,https://www.shopback.com.au/boohooman?feature_id=8169&feature_name=BoohooMan&feature_type=sboc-baseline&feature_position=288&merchant_id=8169&merchant_name=BoohooMan&offer_id=8169&offer_type=oc&offer_name=BoohooMan&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8169,2023/04/01
Light In The Box,Up to 8.40% Cashback,https://www.shopback.com.au/light-in-the-box?feature_id=8102&feature_name=Light+In+The+Box&feature_type=sboc-baseline&feature_position=289&merchant_id=8102&merchant_name=Light+In+The+Box&offer_id=8102&offer_type=oc&offer_name=Light+In+The+Box&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8102,2023/04/01
Clearly,4.80% Cashback,https://www.shopback.com.au/clearly?feature_id=7878&feature_name=Clearly&feature_type=sboc-baseline&feature_position=290&merchant_id=7878&merchant_name=Clearly&offer_id=7878&offer_type=oc&offer_name=Clearly&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7878,2023/04/01
Marks and Spencer,3.60% Cashback,https://www.shopback.com.au/marks-and-spencer?feature_id=8359&feature_name=Marks+and+Spencer&feature_type=sboc-baseline&feature_position=291&merchant_id=8359&merchant_name=Marks+and+Spencer&offer_id=8359&offer_type=oc&offer_name=Marks+and+Spencer&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8359,2023/04/01
Runaway The Label,4.80% Cashback,https://www.shopback.com.au/runaway-the-label?feature_id=24973&feature_name=Runaway+The+Label&feature_type=sboc-baseline&feature_position=292&merchant_id=24973&merchant_name=Runaway+The+Label&offer_id=24973&offer_type=oc&offer_name=Runaway+The+Label&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_24973,2023/04/01
Ryderwear,Up to 6.00% Cashback,https://www.shopback.com.au/ryderwear?feature_id=8237&feature_name=Ryderwear&feature_type=sboc-baseline&feature_position=293&merchant_id=8237&merchant_name=Ryderwear&offer_id=8237&offer_type=oc&offer_name=Ryderwear&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8237,2023/04/01
Naked Sundays,6.50% Cashback,https://www.shopback.com.au/naked-sundays?feature_id=67926&feature_name=Naked+Sundays&feature_type=sboc-baseline&feature_position=294&merchant_id=67926&merchant_name=Naked+Sundays&offer_id=67926&offer_type=oc&offer_name=Naked+Sundays&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_67926,2023/04/01
Superdry,4.20% Cashback,https://www.shopback.com.au/superdry?feature_id=7841&feature_name=Superdry&feature_type=sboc-baseline&feature_position=295&merchant_id=7841&merchant_name=Superdry&offer_id=7841&offer_type=oc&offer_name=Superdry&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7841,2023/04/01
2XU,3.00% Cashback,https://www.shopback.com.au/2xu?feature_id=8425&feature_name=2XU&feature_type=sboc-baseline&feature_position=296&merchant_id=8425&merchant_name=2XU&offer_id=8425&offer_type=oc&offer_name=2XU&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8425,2023/04/01
Circles.Life,Up to $35.00 Cashback,https://www.shopback.com.au/circles-life?feature_id=9902&feature_name=Circles.Life&feature_type=sboc-baseline&feature_position=297&merchant_id=9902&merchant_name=Circles.Life&offer_id=9902&offer_type=oc&offer_name=Circles.Life&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_9902,2023/04/01
Simply Energy,Up to $112 Cashback,https://www.shopback.com.au/Simply-energy?feature_id=68804&feature_name=Simply+Energy&feature_type=sboc-baseline&feature_position=298&merchant_id=68804&merchant_name=Simply+Energy&offer_id=68804&offer_type=oc&offer_name=Simply+Energy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_68804,2023/04/01
Mate Internet and Mobile,Up to $15.00 Cashback,https://www.shopback.com.au/mate-internet-and-mobile?feature_id=20011&feature_name=Mate+Internet+and+Mobile&feature_type=sboc-baseline&feature_position=299&merchant_id=20011&merchant_name=Mate+Internet+and+Mobile&offer_id=20011&offer_type=oc&offer_name=Mate+Internet+and+Mobile&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_20011,2023/04/01
Nourished Life,Up to 3.00% cashback,https://www.shopback.com.au/nourished-life?feature_id=8142&feature_name=Nourished+Life&feature_type=sboc-baseline&feature_position=300&merchant_id=8142&merchant_name=Nourished+Life&offer_id=8142&offer_type=oc&offer_name=Nourished+Life&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8142,2023/04/01
Connor,Up to 4.20% Cashback,https://www.shopback.com.au/connor?feature_id=7881&feature_name=Connor&feature_type=sboc-baseline&feature_position=301&merchant_id=7881&merchant_name=Connor&offer_id=7881&offer_type=oc&offer_name=Connor&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7881,2023/04/01
Vestiaire Collective,Up to 2.40% Cashback,https://www.shopback.com.au/vestiaire-collective?feature_id=14061&feature_name=Vestiaire+Collective&feature_type=sboc-baseline&feature_position=302&merchant_id=14061&merchant_name=Vestiaire+Collective&offer_id=14061&offer_type=oc&offer_name=Vestiaire+Collective&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_14061,2023/04/01
Ecosa,1.20% Cashback,https://www.shopback.com.au/ecosa?feature_id=8206&feature_name=Ecosa&feature_type=sboc-baseline&feature_position=303&merchant_id=8206&merchant_name=Ecosa&offer_id=8206&offer_type=oc&offer_name=Ecosa&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8206,2023/04/01
Mobileciti,Up to 2.10% Cashback,https://www.shopback.com.au/mobileciti?feature_id=8410&feature_name=Mobileciti&feature_type=sboc-baseline&feature_position=304&merchant_id=8410&merchant_name=Mobileciti&offer_id=8410&offer_type=oc&offer_name=Mobileciti&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8410,2023/04/01
Tangerine Telecom,Up to 12.00% Cashback,https://www.shopback.com.au/tangerine-telecom?feature_id=25338&feature_name=Tangerine+Telecom&feature_type=sboc-baseline&feature_position=305&merchant_id=25338&merchant_name=Tangerine+Telecom&offer_id=25338&offer_type=oc&offer_name=Tangerine+Telecom&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_25338,2023/04/01
Katies,Up to 3.00% Cashback,https://www.shopback.com.au/katies?feature_id=8094&feature_name=Katies&feature_type=sboc-baseline&feature_position=306&merchant_id=8094&merchant_name=Katies&offer_id=8094&offer_type=oc&offer_name=Katies&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8094,2023/04/01
Private Internet Access VPN,Up to 35.00% Cashback,https://www.shopback.com.au/private-internet-access?feature_id=22944&feature_name=Private+Internet+Access+VPN&feature_type=sboc-baseline&feature_position=307&merchant_id=22944&merchant_name=Private+Internet+Access+VPN&offer_id=22944&offer_type=oc&offer_name=Private+Internet+Access+VPN&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_22944,2023/04/01
Adrenaline,2.40% Cashback,https://www.shopback.com.au/adrenaline?feature_id=7777&feature_name=Adrenaline&feature_type=sboc-baseline&feature_position=308&merchant_id=7777&merchant_name=Adrenaline&offer_id=7777&offer_type=oc&offer_name=Adrenaline&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7777,2023/04/01
Autograph,Up to 3.00% Cashback,https://www.shopback.com.au/autograph?feature_id=8260&feature_name=Autograph&feature_type=sboc-baseline&feature_position=309&merchant_id=8260&merchant_name=Autograph&offer_id=8260&offer_type=oc&offer_name=Autograph&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8260,2023/04/01
Ecco,1.20% Cashback,https://www.shopback.com.au/ecco?feature_id=8332&feature_name=Ecco&feature_type=sboc-baseline&feature_position=310&merchant_id=8332&merchant_name=Ecco&offer_id=8332&offer_type=oc&offer_name=Ecco&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8332,2023/04/01
IT Cosmetics,2.40% Cashback,https://www.shopback.com.au/IT-Cosmetics?feature_id=66083&feature_name=IT+Cosmetics&feature_type=sboc-baseline&feature_position=311&merchant_id=66083&merchant_name=IT+Cosmetics&offer_id=66083&offer_type=oc&offer_name=IT+Cosmetics&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_66083,2023/04/01
Sheridan,Up to 5.40% Cashback,https://www.shopback.com.au/sheridan?feature_id=7822&feature_name=Sheridan&feature_type=sboc-baseline&feature_position=312&merchant_id=7822&merchant_name=Sheridan&offer_id=7822&offer_type=oc&offer_name=Sheridan&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7822,2023/04/01
Bobbi Brown,6.60% Cashback (Temporarily Unavailable),https://www.shopback.com.au/bobbi-brown?feature_id=7912&feature_name=Bobbi+Brown&feature_type=sboc-baseline&feature_position=313&merchant_id=7912&merchant_name=Bobbi+Brown&offer_id=7912&offer_type=oc&offer_name=Bobbi+Brown&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7912,2023/04/01
Forcast,6.00% Cashback,https://www.shopback.com.au/forcast?feature_id=7985&feature_name=Forcast&feature_type=sboc-baseline&feature_position=314&merchant_id=7985&merchant_name=Forcast&offer_id=7985&offer_type=oc&offer_name=Forcast&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7985,2023/04/01
Banggood,Up to 6.00% Cashback,https://www.shopback.com.au/banggood-com?feature_id=7805&feature_name=Banggood&feature_type=sboc-baseline&feature_position=315&merchant_id=7805&merchant_name=Banggood&offer_id=7805&offer_type=oc&offer_name=Banggood&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7805,2023/04/01
HP Australia,3.00% Cashback,https://www.shopback.com.au/hp-australia?feature_id=7946&feature_name=HP+Australia&feature_type=sboc-baseline&feature_position=316&merchant_id=7946&merchant_name=HP+Australia&offer_id=7946&offer_type=oc&offer_name=HP+Australia&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7946,2023/04/01
Millers,Up to 3.00% Cashback,https://www.shopback.com.au/millers?feature_id=7702&feature_name=Millers&feature_type=sboc-baseline&feature_position=317&merchant_id=7702&merchant_name=Millers&offer_id=7702&offer_type=oc&offer_name=Millers&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7702,2023/04/01
Tangerine Broadband (Compare),$63.00 Cashback,https://www.shopback.com.au/tangerine-broadband?feature_id=69262&feature_name=Tangerine+Broadband+%28Compare%29&feature_type=sboc-baseline&feature_position=318&merchant_id=69262&merchant_name=Tangerine+Broadband+%28Compare%29&offer_id=69262&offer_type=oc&offer_name=Tangerine+Broadband+%28Compare%29&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_69262,2023/04/01
COSETTE,3.00% Cashback,https://www.shopback.com.au/cosette?feature_id=10356&feature_name=COSETTE&feature_type=sboc-baseline&feature_position=319&merchant_id=10356&merchant_name=COSETTE&offer_id=10356&offer_type=oc&offer_name=COSETTE&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_10356,2023/04/01
Alinta Energy,Up to $112.00 Cashback,https://www.shopback.com.au/alinta-energy?feature_id=68780&feature_name=Alinta+Energy&feature_type=sboc-baseline&feature_position=320&merchant_id=68780&merchant_name=Alinta+Energy&offer_id=68780&offer_type=oc&offer_name=Alinta+Energy&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_68780,2023/04/01
LA MER,4.80% Cashback,https://www.shopback.com.au/la-mer?feature_id=25619&feature_name=LA+MER&feature_type=sboc-baseline&feature_position=321&merchant_id=25619&merchant_name=LA+MER&offer_id=25619&offer_type=oc&offer_name=LA+MER&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_25619,2023/04/01
